date_hour,publisher_token,country_tier,placement_id,campaign_name,as_type,ad_id,ad_set_id,bid_requests,bids,total_bid_amount,impressions,views,clicks
2025-04-28 22:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1868,1868,3046.891725,1523,1488,15
2025-04-28 22:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,7.98566,2,2,0
2025-04-28 22:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,23,23,47.325552,19,19,0
2025-04-28 23:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,2009,2009,3246.794499,1623,1590,24
2025-04-28 23:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,11,11,21.797579,7,7,0
2025-04-28 23:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,9,9,18.896105,9,9,0
2025-04-29 00:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1900,1900,3061.803461,1523,1491,16
2025-04-29 00:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,7,7,13.775367,6,6,0
2025-04-29 00:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,12,12,20.778091,11,11,0
2025-04-29 01:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1977,1977,3215.507005,1603,1574,15
2025-04-29 01:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,3.552904,2,2,0
2025-04-29 01:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,10,10,20.21893,7,7,0
2025-04-29 02:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1957,1957,3163.982198,1561,1531,17
2025-04-29 02:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,3.387739,2,2,0
2025-04-29 02:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,17,17,30.021327,12,12,0
2025-04-29 03:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1657,1657,2678.260417,1337,1297,19
2025-04-29 03:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,6,6,10.298929,4,4,0
2025-04-29 03:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,17,17,33.852533,15,15,1
2025-04-29 04:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1484,1484,2427.269582,1183,1158,18
2025-04-29 04:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,7,7,14.796193,7,7,0
2025-04-29 04:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,16,16,28.163451,16,16,0
2025-04-29 05:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1136,1136,1873.985713,922,894,10
2025-04-29 05:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,8,8,14.970897,8,8,0
2025-04-29 05:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,13,13,25.076094,11,11,0
2025-04-29 06:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1167,1167,1887.084484,909,868,15
2025-04-29 06:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,8,8,17.530446,6,6,0
2025-04-29 06:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,17,17,34.209373,13,13,0
2025-04-29 07:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,789,789,1315.720048,631,608,11
2025-04-29 07:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,13,13,27.375876,11,11,0
2025-04-29 07:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,15,15,26.220299,14,14,1
2025-04-29 08:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,638,638,1067.437766,516,499,6
2025-04-29 08:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,5,5,9.268263,4,4,0
2025-04-29 08:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,10,10,17.564816,10,10,0
2025-04-29 09:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,511,511,825.596669,407,394,9
2025-04-29 09:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,9,9,17.382446,8,7,0
2025-04-29 09:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,14,14,24.024987,12,12,0
2025-04-29 10:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,507,507,839.618496,401,380,3
2025-04-29 10:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,3,3,4.149524,3,3,0
2025-04-29 10:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,9,9,16.358333,7,7,0
2025-04-29 17:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,2770,2770,4521.93568,2181,2122,17
2025-04-29 17:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,7,7,13.101585,7,7,0
2025-04-29 17:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,15,15,28.861032,14,14,0
2025-04-29 18:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,2645,2645,4335.24192,2033,1973,15
2025-04-29 18:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,7,7,15.639789,7,6,0
2025-04-29 18:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,10,10,18.797551,10,10,0
2025-04-29 19:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,2245,2245,3660.341515,1768,1700,16
2025-04-29 19:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,5,5,10.69039,3,3,0
2025-04-29 19:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,14,14,23.439853,12,12,0
2025-04-29 20:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1882,1882,3108.884126,1511,1462,20
2025-04-29 20:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,3,3,4.06673,3,3,0
2025-04-29 20:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,13,13,24.968978,8,8,0
2025-04-29 21:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1656,1656,2746.776588,1330,1301,18
2025-04-29 21:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,5,5,10.471167,3,3,0
2025-04-29 21:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,20,20,35.47773,18,18,0
2025-04-29 22:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1789,1789,2921.021667,1415,1366,16
2025-04-29 22:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,7,7,13.000348,6,5,0
2025-04-29 22:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,18,18,33.289652,16,16,0
2025-04-29 23:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1880,1880,3051.163992,1519,1478,13
2025-04-29 23:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,4.109928,2,2,0
2025-04-29 23:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,15,15,26.511119,15,15,0
2025-04-30 00:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1876,1876,3012.431775,1519,1478,19
2025-04-30 00:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,5,5,9.566511,5,5,0
2025-04-30 00:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,12,12,20.702943,10,10,0
2025-04-30 01:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1772,1772,2873.720919,1445,1410,16
2025-04-30 01:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,15,15,26.843809,14,13,0
2025-04-30 02:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1742,1742,2873.048296,1425,1382,16
2025-04-30 02:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,4.783173,2,2,1
2025-04-30 02:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,13,13,27.417984,12,12,0
2025-04-30 03:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1589,1589,2564.183856,1291,1259,19
2025-04-30 03:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,3,3,5.442436,2,1,0
2025-04-30 03:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,13,13,21.45733,13,13,0
2025-04-30 04:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1460,1460,2479.597909,1192,1161,11
2025-04-30 04:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,7.130359,3,3,0
2025-04-30 04:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,11,11,19.323029,11,11,0
2025-04-30 05:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1230,1230,2000.027092,971,928,12
2025-04-30 05:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,1,1,1.731077,1,1,0
2025-04-30 05:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,24,24,40.365825,19,18,1
2025-04-30 06:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1060,1060,1717.653907,858,821,14
2025-04-30 06:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,3.145772,2,2,0
2025-04-30 06:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,16,16,32.716929,16,16,0
2025-04-30 07:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,804,804,1307.149094,639,600,6
2025-04-30 07:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,7,7,13.493536,6,6,0
2025-04-30 07:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,26,26,51.539159,23,23,0
2025-04-30 08:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,743,743,1216.872213,596,576,7
2025-04-30 08:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,13,13,22.001224,13,13,0
2025-04-30 08:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,26,26,51.98532,21,21,1
2025-04-30 09:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,635,635,1020.435013,484,468,6
2025-04-30 09:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,12,12,25.537458,11,11,0
2025-04-30 09:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,6,6,11.986721,6,6,0
2025-04-30 10:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,629,629,1034.122549,482,461,13
2025-04-30 10:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,12,12,25.755784,9,9,0
2025-04-30 10:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,14,14,28.366285,13,13,0
2025-04-30 11:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,956,956,1594.930481,733,716,10
2025-04-30 11:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,9,9,16.754912,9,8,0
2025-04-30 11:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,17,17,32.300859,15,15,0
2025-04-30 12:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,167,167,287.35168,114,112,2
2025-04-30 12:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,5.315088,2,2,0
2025-04-30 12:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,2,2,2.481735,2,2,0
2025-04-30 17:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,3078,3078,5013.921153,2389,2321,23
2025-04-30 17:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,8,8,14.075064,8,8,0
2025-04-30 17:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,5,5,12.215532,4,2,0
2025-04-30 18:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,760,760,760.0,756,755,11
2025-04-30 18:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,2330,2330,3841.216465,1779,1708,19
2025-04-30 18:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,5,5,8.688292,5,4,0
2025-04-30 18:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,10,10,19.237321,7,7,0
2025-04-30 19:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2394,2394,2394.0,2387,2380,44
2025-04-30 19:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1221,1221,1978.462449,927,906,6
2025-04-30 19:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,2.42234,2,2,0
2025-04-30 19:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,9,9,14.545048,7,6,0
2025-04-30 20:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2351,2351,2351.0,2345,2338,58
2025-04-30 20:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1293,1293,2133.634226,1009,985,9
2025-04-30 20:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,6.397044,4,3,0
2025-04-30 20:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,15,15,26.826394,9,9,0
2025-04-30 21:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2675,2675,2675.0,2666,2656,70
2025-04-30 21:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1074,1074,1779.444091,841,816,12
2025-04-30 21:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,7.288213,4,4,0
2025-04-30 21:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,9,9,17.181302,8,8,0
2025-04-30 22:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,3060,3060,3060.0,3059,3052,83
2025-04-30 22:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,983,983,1617.136217,793,782,9
2025-04-30 22:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,6,6,8.882768,5,5,0
2025-04-30 22:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,16,16,24.861743,14,14,0
2025-04-30 23:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2173,2173,2173.0,2170,2163,70
2025-04-30 23:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1088,1088,1779.471162,863,834,9
2025-04-30 23:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,1,1,2.686144,1,1,0
2025-04-30 23:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,5,5,9.285696,5,5,0
2025-05-01 00:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2803,2803,2803.0,2798,2788,68
2025-05-01 00:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,996,996,1639.903659,805,780,3
2025-05-01 00:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,3,3,6.301803,3,3,0
2025-05-01 00:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,7,7,11.258847,4,4,0
2025-05-01 01:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,3072,3072,3072.0,3068,3066,86
2025-05-01 01:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,998,998,1634.894275,782,762,9
2025-05-01 01:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,3,3,5.744314,3,3,0
2025-05-01 01:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,6,6,11.893379,5,5,0
2025-05-01 02:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2806,2806,2806.0,2803,2795,76
2025-05-01 02:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,1001,1001,1618.132182,808,784,12
2025-05-01 02:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,3.176433,1,1,0
2025-05-01 02:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,2,2,4.62307,2,2,1
2025-05-01 03:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,3385,3385,3385.0,3382,3376,87
2025-05-01 03:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,914,914,1534.425631,737,723,12
2025-05-01 03:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,4.02501,2,2,0
2025-05-01 03:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,4,4,8.094858,4,4,0
2025-05-01 04:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2934,2934,2934.0,2934,2930,81
2025-05-01 04:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,699,699,1152.42914,561,547,8
2025-05-01 04:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,7.141996,4,4,1
2025-05-01 04:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,12,12,22.529549,12,12,0
2025-05-01 05:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,1953,1953,1953.0,1949,1944,45
2025-05-01 05:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,405,405,661.392288,317,308,1
2025-05-01 05:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,3,3,3.938696,3,3,0
2025-05-01 05:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,10,10,22.713997,10,10,0
2025-05-01 06:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,2144,2144,2144.0,2143,2136,51
2025-05-01 06:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,369,369,599.691129,303,291,4
2025-05-01 06:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,9,9,14.782336,8,8,0
2025-05-01 06:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,9,9,16.51561,9,9,0
2025-05-01 07:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,1668,1668,1668.0,1668,1667,39
2025-05-01 07:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,202,202,316.402343,164,161,3
2025-05-01 07:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,9.334575,4,4,0
2025-05-01 07:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,5,5,8.933121,4,4,0
2025-05-01 08:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,1428,1428,1428.0,1428,1426,31
2025-05-01 08:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,163,163,258.858855,128,126,2
2025-05-01 08:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,5,5,8.900661,5,5,0
2025-05-01 08:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,10,10,19.620931,10,10,0
2025-05-01 23:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,4397,4397,4397.0,4394,4388,45
2025-05-01 23:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,354,354,567.970078,259,254,1
2025-05-01 23:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,6,6,9.709958,6,6,0
2025-05-01 23:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,2,2,3.659964,2,2,0
2025-05-02 00:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,4214,4214,4214.0,4207,4202,61
2025-05-02 00:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,437,437,714.70651,351,347,2
2025-05-02 00:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,2,2,4.052647,2,2,0
2025-05-02 00:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,3,3,5.775912,2,2,0
2025-05-02 01:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,4435,4435,4435.0,4433,4425,46
2025-05-02 01:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,409,409,664.309223,317,307,5
2025-05-02 01:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,4,4,5.332572,3,3,0
2025-05-02 02:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,4852,4852,4852.0,4848,4830,64
2025-05-02 02:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,323,323,537.038072,249,245,0
2025-05-02 02:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,6,6,11.04925,6,6,0
2025-05-02 02:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,1,1,1.635103,1,1,0
2025-05-02 03:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,4486,4486,4486.0,4484,4478,62
2025-05-02 03:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,438,438,699.810837,342,329,2
2025-05-02 03:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,4,4,8.586271,4,4,0
2025-05-02 04:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,4267,4267,4267.0,4263,4252,52
2025-05-02 04:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,301,301,475.748898,229,221,3
2025-05-02 04:00:00.000,pixelchat-qkanbvwd4e,Tier 1,120,Read or Not,read-or-not,67512,67503,4,4,6.674932,4,4,0
2025-05-02 04:00:00.000,pixelchat-qkanbvwd4e,US,120,Read or Not,read-or-not,67512,67503,7,7,12.583137,7,7,0
2025-05-02 05:00:00.000,chai-uddtkp7zb1,US,143,Read or Not,read-or-not,67512,67503,3931,3931,3931.0,3929,3920,54
2025-05-02 05:00:00.000,deepai-yjdgkyt51l,US,128,Read or Not,read-or-not,67512,67503,223,223,357.250723,168,166,0
